vendor,pickup_zone,dropoff_zone,trip_time_by_sec,pickup_time,dropoff_time,fare,tips,total,verbose
green,4,3,914,2020-04-17 12:24:28.078293,2020-04-17 12:39:42.078293,45.70,1.83,47.53,Ks0nB42gttnQz4ywGDwtfhwxZDNWrl2vfTcBwLxO1eHu92fg6PNcukelxvPbIZ0yXlxKoAJ14UcxcwmhbzVb7bOSkcpESmHR7xmkNHNZ1wLQpFzD6OSryPhcupD4bZs2dJQmlpUbFtr7os3mHlBu6uFfXcmZKxqTTDL1R4Nf3q77MN8CsSGKd87mWLLn0cIhg8sQGFmpdTsUPBDUDoaSpzx9jo05FvxQoOvWdXd2VIm8SD2Yi3ak9rDZt3zMeDFx4pJZY4MZAhULw8NyCAxIYsZ6dNjVmbvKjT2IqMFZS2imFJhD9xtcu0rZQynweFsUik9PT2RDNVBUquSKBz1xHNyAADWnopmkS6BNrfciK0f532o9Z7jnQCn1u3o73KoYDTBqtn07YdYyNoAZfQub2sGLbhLC3tYSzT5QMRqMVYsOgj1LngFKJbWuGRZSm9M1uCDiZEyaWc4ggr5OgzA7S8G4BCkGyFScQF30JKylDX9Y0U0TQGZed6jDW1R8DG8nYQYlxxYMr5vEPgLuT5GutVq1RIKOdnqAHkGUGRwymI0edt6Eoz1R3eVqVDblON9aqBGtN9PDwSU2nzqwZieFKamdmqz9IEdoMKwrwCtUtzgGRZEvMn89apGd8HU8JMatTBg9RPphhcTWhRswYLa9c6rIa01P8hWRKR0rtOOipGCxJ8x5KhoqNgr2a826fnu2sAqaf5AfPQShRyStDsmRLwSDDy2uS3aigyqzguri4r4n5frqhgP0Pi0NtiG2BeN6
green,20,7,4491,2020-04-17 12:24:28.079375,2020-04-17 13:39:19.079375,134.73,5.39,140.12,7Qtl6s5CHzLjQUkK2KktT6eCSiuSPFt53Mauh3SrKf3e8XvI4wKbVJCLpqL4DvmfU5P8lVjtES8y82Eh8JDx41q7AMEUM20VT3rdNdSKPAXIbdKe51UFL8kNTed0NQAQLBTsKOV88dr7G36Lf9QshJyi3cDYCtGw6rRO3hQIun2gA8kLGRVSBaZzTujVXhFMhxMxYbYocfhJjpgJF1WxNY1eEDJh0d0AepOIlPC1EP8wULN3s3LrmPXoHJDwY76oK9ZYSFjsCMNrNArxgOSaFvdABOxOb0qwXgrxVZftmBO0gAC024It8B6oT7WXFBLhySaMHVI2usk0tUs90tQJkz9lg0BaATgOWa89vugOjCOooz9fKeGVwSXpxlsVQXtYTO9g630uhCmN8PQgjNHpwk9b18lZ1VycWy8KFCtiVlpzknfDQx3HbGuhbj0bHF9rITNvZzlWrfhCT9Qk2qgDu2PrAoJPc8hd6LGQSVYXSeUjOKNNZYxbQTA9FPaIse9g1fLmKz1mnqRf5PAHQwsrXNZEfoUJjevQ43XQLvNJSMNiPWJIaXlhe2Yn8K0AnVClAdsuRP0Nk0cJ8Su6hDNEoiUrAEssOmXlxE4gxjaTAfCWcqELYEycmo75RI38W5PTQ3TRCkpPoBdfIjineki8TgBym4zW5AIhF84jpSfHuNlVSbKAGVF3TwQbBKKnJceNPw7mQUrg7t6YxCcjZRycQOScvy8A7dhKfQYlPMWMqxr8Wj1WxgZLdDbB7wvwXT37
yellow,4,13,1683,2020-04-17 12:24:28.080426,2020-04-17 12:52:31.080426,67.32,6.73,74.05,fhiSgoluuoVEQdHN2GLwX5v2LWp9fIWQ93NppsnbRfmLJEa1wHrvI2eHyHh840IndsHxOtkWXwN27cemilhq6qkWgdZu8K2eHvd3CTqucn0bVkNzev7Gj1hlLvR5GtKOwpfXNwXjj8C1MHIK6bqUm59X96Fw4kaNCLFv649ZSmbchyjBXWPQgcP9xmw0cqsr3OjzZoUOxaxamojG7PI5gCtVv35L6vMQHSTPCH6OSz2D70Kq8LpQikH7OEUAaFEb3rYBNZldTz6u4jO4R2yRLPen2jhFrTH2jXUat6ZI9eSLtpDmsduYJgNYuyeuxep51eXCbfpmUflWAkdzIoojvX81g8D8llKWJi6XXEhDBKglZGnFxaUXYB9ynfTZd8X31cvDPZo5ScegdOBKKTgEZrgg7bNsBBGbJvOSvc12fu3EBK2AhGz1rvXJTGrrE0BdxO89bcuwluSiCVSmOeTNMGxkBK58C1IPmu2JOswhaL59HF8CBczUWki2z8CTsb4py9BuPYbjKF8EYMASgEfd4V2JhkL9CeGCSfU8c2iuY19NwzAomOj7BMNP6WLHrrNcmfr2weQ35ft5ZhCBDfiDfhtZbv3PtS0SkGZAIZqplnGJZxUfKguty7KEDli2twR6LLpBpDLUjEPUnfaLfzdjUrAtEqB64zfs0ucb0LxK26ArKvUzl8flcLAOqrKHruxmHxFPaa4r4OUygLdfLZjjfZryztlPoBriVUnakYfpu99Qa9kluVAZILwS5B9vc8qG
green,11,5,5879,2020-04-17 12:24:28.081472,2020-04-17 14:02:27.081472,293.95,23.52,317.47,8X33vcu5SLApgdK7cnXQfK914QAJrpTdnMNrkulGue2uuK3TMm3CoYYUWyqK8VBxWnoiKwG8EVHOcm2nTZgntUn80es5aP171YULaLMtsF6qbF1C8KGyO4iVih8OSQqXBctjnN9ydEZe8wi2mnedsHPWdAW1DeawO7bp8T7arPBsEvIFIYPF0sWm0j2kl8Jdjmw6kqKPH8LloOjfyHY8tUHGBjfDv48ktQW2Xbjht7VN6GgIhche8YzjvL5YKP9aoQw5zCRK04NJ50VUFQvQLEiGKVr1KoaGGtmpq5HAHSFNPLjUZH9PUnXi9kd09kINRINxxAyOLVBmDeTgJ53Q1Jg0d6wH1BA0MJtHNw3qAKoi3BxFjspJZ2ngp6jbNMNTqNoQ6nCXVbv14ige1gx4B2AE6r6sFiiVAyEL1wvjlPR5WjD3soVVFWlokAEZ2ogJv69JMgihdhqjAVA7KNnBP5tqa4fFR8mNmVtqPXIxCoE8VHyRFGBjgsdSXsZE5A1cVzWPQ8i0FpDguzNtdSYKayklNyPN5M47tLoKiSMY4iF695jdlzp5KJ21DViA9GiAy7HXfJB5nXmozH4X1nFHa6xqWWWGLAQMqHpG8NrrFUD4LgXFaQbPp7c7RGLCb9Pdta7K45FzSzdti9vsJlSOkpre8SIMdOGZ6jst23xgzCo5w3Wt1SfpI7teDeo9CwGdToPcXCKOa9JJ1i0keXC8U58rTloW9GbrgrJnzAoXO3DibZRbwdwxYkCIMp4NzEAp
blue,3,3,1015,2020-04-17 12:24:28.162770,2020-04-17 12:41:23.162770,50.75,2.54,53.29,L1FkjrgzalevX3Lmuroke5fUzaN70XQF3bKJqlpuV0UcmbB6kug3Bho5REQWftRMoWbv11gHl9XZiWMMQplwaRMK2U1UXGOoIRbfXGjbvPB1Wh8zsSwibmz2uQyx3lZxQ6MrxCZpWYiTQKTFK2oTtde2njLLuyujoaNevnS0NVerks5NrzR9ir6JmwAtbFVFXlJ3z9luIzqjq6GszAyIVH7Rw78LLZLJxtxYB0CC0YQnvenL6UPQHSdAnxgEO4Amb8VQVCT1Kf0meC4bjtjLYaXuIrMOMAmdaND8PagVuMU4HR6aCu7j8UOyuGyboniu36MMbabRfgjCDk0fkQU9q7FeDNhGl5HfY4iw0IQb4QJCmUvnWuoTkuTFNaMyHeganzfphQoeKm40okYxyH3r817ngz2JTeXUVoMBLFipG6afIb99QjwaU7OxqxFvbCk32rk0YDuMy9rSrUy0eFNrLUPGNAiIprCIxOCZkvuNLPNhHstvzlleS5a8rjdTh3qzaz6yJzgpUwagwoQZ21BaWgVR4v18Ln9RFEIkrS1Ug3JPU89LgPAMCecx8UKX6AWoXLMxTPHw08K7vitMvQkX0Zaubd5DfGfiX07QUUPHD9lstJRSBYHGvgOnR61QnFtXFBkTcruBtX8PIfeetmaJmm3KFWSNGBYPIRNqNJ1OVwY8AF92pUvLRzoJVH0C7FjHgEWWFSHX54xAbHwmGEejZaeGWohdAUwM1nooJrrHY59Rse2uns0tLYSJi3z1Wxn9
yellow,14,16,4392,2020-04-17 12:24:28.164004,2020-04-17 13:37:40.164004,219.60,8.78,228.38,b2Gp4fWYQUd11I3J5L23BioabBqhkUVQXZcp7e6LP9fQIu5ptDoTbcPlJS4QBHMSdiwZYgzZx4AkTboooLrpkj3PfwxwnHvsVQAGUXUeleK3oqDTapWUSFSV7wyz1SY4YtS77gIas42kdKLdehSgSPeE2aUnrY290Tcwx8qwj6CfjBImTEkteExbhKoh7gu4nUCR5MHCXsrxjjC3XZ7LXNCpAWGSUdoToEc5PAjim5ISNA5uAr2tocUfd0K4t1mNkcmMhwvuF6MiGlDDkjrJdAeH4P2ytlICJhcIyrA7kFOctlJz5aSr4irbMRF893ntI7OiDpPkTvsj07iFKZLcg3nGZiyGNEHKxd8ReoGT0wSORTZTO8uGM9RTtri7MN4xtx1RD4H3CaoQD2HXovBliH63i7j2uXplcolisaP7TlVYeKK4SNxkcmRCl3B4ZuuZQpggV9dLmXxE5PATPX4hDJ5UbTbsBihZmdJ4taSlosKmhjeoWJnOpa5vgNyUWz0ONGMkBgX5lm4gGJllSyz47LAwGHbkwxJRxQ0Jca6SNM5eaGzyisXQq4n4z67QA8YKXzGrIqEtYtlTVNlLu50XK2qZvn7bzncfQJSUo6r3KQ9cIiP5BuiJyv4TAj3gclp71Ay0OiK6SU3OKZKMmmVMCcSDA7i6IQnfY7xIcnTQOmZyIZpnB301jjwOl8pF39fi3q3hJXHGJiIFMY6Srt0B4PLfvpSwUwrTAT0pvUo13CuMHuvz7UTiZOinclOAakdw
blue,6,19,6521,2020-04-17 12:24:28.165036,2020-04-17 14:13:09.165036,326.05,13.04,339.09,KXbCe8hiIbSMhvyBUC5FULoKnUpOqeLryuOF9wP91jzvvUQVNrxtna4uYxKYwjOxChL3ShurClqx0qoYXMNNFkiOMC7VTgr3cbz8Sa2CnqaukBkQfiPnmKei5K2q1RqN4loyd4qhneDXaNskBec5OrPnDyepPWEwXV5MUAXo8CqlHbOOmu6NGgBCv0glduoRQ4tYdxHGRrZLvzHJg6lhA1i84oRJTk6sbpASEeD2G5VzqmYJADZwEuBqn76UDMA4449X0OnioCNEM96otBthaUXt5Wd8UwjmZRSlSj3IJblFVzgnHQ7heGFQk5AnpUH2GXPlP4mpNt2CI1blEgvDzIjuiFv1QdTpopqdrNLHEduvP9Qiy9QciC1oeS71Eehylaw9CpFbXlXjQFgQFJEoN52cGm1avOTu220XxEoQVNYLTGk9UnHu3fNpqtv8Hl5X97lKktfcXpXMNHrfcjPDTiz7t3Uxehf0LLbHYsAVtE5VzjVe4xRL7KdxhwZZvThR60nFJGrGJulEpJZ0qzbOj2TKTve457QUvB0OHYg1X75unragW9OdCTCVHYUrUigfcToK3YCBaeVAnk1GbJUsygRpWEzeIN9U2QsGkBZfUyQJ5NtzPmXr0SDEUXnhFR386jQiWk2iUbycarMNzNT40jP34MlVPzRENNYJUGLtlYhCtqff4RHldckQOAP8QcnvPCBiGnXz6aRC18D1d24SyrdOovD0mHnrhsW2fMgMVmNo7wHrrR4GW15w4wG1byOt
yellow,9,7,830,2020-04-17 12:24:28.166147,2020-04-17 12:38:18.166147,41.50,2.08,43.58,8xXoc3yj7u4mbCz0MfLfELTybXg1TNPFfWgGzKZgeqL9oT2IDjHIQ7v3kl7sHxfYEZRYFbkhk8JRuZOCZ7u1sI8J7BJCXZpVzVuI8lMM1VurssmLhNs9zerL8HU9nPPu6WbVZnOvjxY3HQn7DY5ykGJeZ5TTm2ambgNkhUp1OVtmhdyn26pslBs1eRVvXQSjDzggrPS6GwYRgXNNNKm0u9sr5AJSzJ0ps3vXZNIW2AqbfoCqKBARavINFrwZd6Jhif3untrMqdb2qb2F62zgSyJ02VYirp9usOjIS8xL7YUrPR0G3uoaUWw3NeSicxxxwoZ4iAyHawZKCab8yi88URiIaOXT370tQb5ReQEA0hMVpkpUWbdLEoogGN7VTM2SXwNLZ8woOUttXC5gWSlYLeyDRJhGlkMYCeGXwQC1jHJSRiR6Co9RQHHspkwMzHgA6prDQVFxtLiA4JSpW3O6XTSvaJ5NJFT0xOoIjKPBY8h3kQDSogCiMRpqHno02xNVowSQbGhuo8Sg5qiabm6xHEhSkuFkjQuPmFrkuOwO2uhu5uTxw2cMyP9OspAbgKEz9zxoxnrRFOU0QEciKaUWqHjd5z5OMlcdXKx0GzW3gadElUWizHZ03Iv18Xd4FDGvMyloS0QcCcS3a1qQHtKbLob1zmqvtCAi4qiAoLX1QvqUvVBc9YIIW4NeFLc8R8EWnQMaVmggr6XsS5hOEU66h9rPcKGAEtJ1bgjtWO5wIzjNCNlinhZZSRypawnhzZoC
yellow,5,5,5068,2020-04-17 12:24:28.167148,2020-04-17 13:48:56.167148,202.72,8.11,210.83,uG9gpX7VaDjmKrBznxOj8nMdarY7RBpNVYF7vovEhvAxzHqXlLhQOimw8bsenKsGgBr74a5qZyskPPpqToq5jZVOdmBvWxWeztO2vNT8OrgPVC8TIPGuzc4TisWwI8NZbLbzmTvimZKGzQV26a2Sbr45BHpPhGB6MdR6cdMOauWePn5YRZrIf8ZCfwlkzWqUWhR88NuELBuVJ884DNLbUMUsS9M57DLPkh2qNRT0B4myVssf4aJNwwrKoXCTpeWc5VP2hpYzgC00q0zZrSDj3pRLUdRU2TDNSy1ICpp4iB1JGrcDMsUnzvBiIRrJaJgApxxm2dJIejT1GxpzaXJCIoxWcPGMIsGagGDQBoFxW9Ns7cHacDYmqK9S25T8QO9qhS9bZVkDoU86gxJLOijE7hUrDSuZTpcxkSwqDEDCy7XNYKUvrfdmdjCQU67cJoKS5Y54sb2SouBxfPiDviUEdHEDGFTxdTguLcl05HK7mKJgZ5Cg2x5OzEh8l5oV19mLlq1IXTnEX6E6WPVMlCmqHWcVBL71Lf5HqoUMB7zw6zM5TkcZ2iNwq5bH021lNMFbG4EDUwGgtgDo4wSZ7uc5tyiA0LK9kRPsyMuFlo2v9MKBj1QzWFRWN4v6DjWSJYFebLeUdJZpN2fPpEFE4R8XFh0aqtVzGuj2qFW8FQxSqSciTmCCyCxJvsEe9GRtw5OmHXEkCXCuqoWMJpoHy6BuFDIBi7PTe68ARuL4qNMA4jhOxAcSZYjcTEw9A606fDNY
yellow,11,6,1822,2020-04-17 12:24:28.168147,2020-04-17 12:54:50.168147,54.66,1.64,56.30,Nal64EXtxwZK7KE4vFy4jm4vCORbnF5vtlGZLmmohEkD66ekJxC7npmocyTVxgv6i2YzwOPWkrnozODffsvHzKbbvYD0J3HPPWBMqNEDBGEdfKUc9dVEG775e3FEBtI4COOnT1R9oFqZZvpdYr23r2Xc07NeFl5z2ieja4GjlEVYNUJp6hAtXvQSPzVWs5j6ZnFjMR514vFL0xmLAzE82JTSvH0iWxLXkbUujCEMdDipXr2JMIdcBNsNDsvbZMnk3RdimHcAnvJ3jKzIvVF5SjwWNiwm8xHWyrLdDdAZv7yd4903cfuEe9hLgAA5PSnINqTmFXj9mwnGRsEAbrwkvpLtH880WfJDN5WhwuTBl7bQwh5qPYSOdQF7xgeHdOQ2jrITW2cZYoxKe4EuQdrFJ0NP7iki7j2LCDMC9SZANFg0A7h04Bj2xuhJj8ebFGtaaiZr2l4LodbIEK04XWhbBlizFwsCxnqC3Zd0IkRMAbJToLeBAaljpXgNtFfoeOCNFnajTRYRBoH6waFSMhAM08dzrPIr5KJih5PRKKnOhdrL99kKFbf1SKYdS1JCbHyP1wATEb1Y61aZ1yboDiqVLL1cMDlypVJyBKSYLZH0lArXjW12J7Le1jQXQpDf5lQU9qaMENd8NpCFnffwGxQoYdV7jyrk2AA2YITwEirRsHFWc125P3y5IdRLCXNwCyTz1vX4oSfWyw2YB4lMffaoudyEL1cLfgyRuEdPeipOXqeJFg7gnl5oogZlVB8LyIT2
yellow,2,1,2968,2020-04-17 12:24:28.169224,2020-04-17 13:13:56.169224,89.04,7.12,96.16,uOzE6333MDR73ziek97JA7FuBSl3kYVTSBnyVlEVyhVLmWy4OuRdBJAonlFNbl5vPt00V2XMMpKKRppRhE8iQbSKTpgXg4OXfjWPDRtl5EXHoCmaP9US8I7Sj44lYMYDZ7TMlFzfcj3lKSJqSQ64v9QGxUHDms8E8FwFr6Tb17p2JXcXPg0swWDGI0vEPudpVweM7eiVhHt966le6CQWeYd2MjrA9RBQQA5kB77spP99W6X2SPmKt6k40egcm0sw8FMCcyTL1VnmvCdJlKvVZSqDzQ6XbtSdmlXJVKeCEvmM4De6nf0eekPhRSVARMAhewwSCqncEpgaT5qd8iPRwyfuLOn3SoZsQzT6ZYNGcdz5e9wokmJFV6QSR0IXl0YLHFqbsqUEjFytYyEnOZH3xBVDClyQ1sA0EEql0aViim1fXo0xadyYfhoOXPTGbxSbt9Tv22ncWr2A9hQorqzxwrv91Es9yOcg5sJLz6XqUl6l5eA3eXyClqGBH5G5Yd1YisyiY9JDmBZp4s650nS0jDA4YGnJxAlyIdZa3ACTnhTZIsXaM2x58F71xS2P1vlYiZMhXS25MBaId5GaHZ6I6k9ZB8DcJ8wkrKdeQmOHiKYy0H0Qka7L5kUojrA2v6R26z3Zh1Ad6ufsWv4WjETWE4Na0ZXAw7BbO4qNm3ZQbZkdAMFTXYRROM4KNwH1Y4qMYMcovdK0hgrSPgiMvIQq1nyYZCiWTTwAKL3ucBhu0ClAmvQysl7EZsXxZvKJWP31
green,6,8,6673,2020-04-17 12:24:28.170301,2020-04-17 14:15:41.170301,200.19,14.01,214.20,RXLU17DJcsn90TQRo1DpOHv10e5B9IPLDVAqNYKfTlVFEwHRUrlAWmlkfq6SbLHgZWE5bio6H43OEi1s69ff8ukhGKyxRUgskhZTwujmIW5W99Ko6IGnVoq6KwdUzTzv33VCQkT8Veg4zCaiCZSfrYRoZSpUrW5jKeQSIiKnxlQkm0vSQbN2yuIvreiogQPeM1RE7teu3y2cRsLoNADYkN49GO0ofL8OojPxWfdR2HTEdF3hfspFDC1yyV0SgRLDMQXqlN9HoLa9knYuEJ0K5XTZE9DuIjoGUBw2J85zLZpGh9h4s3UcYPF5EQxqmIcIjR7YD6vAkSzQHQHSxeSbsnufcSonwAFRHJeQbkiW1RHG74v9pLroYpQHvl8BwPX8Te1LFBFRwatFJNXp62fw4kSh8rm59SFteMOBqC017ydqg5ZOiBWbOLhs6aNiw6fExAChBOEy5oC1b6p4rjOKyQAh0Y19MasAb1AwUatudsPKfJwaufZIMmdcp3a2pLtjIIeEKRtGWPY6eA8zfzS0OYllLtLn5YQ0RYwDosiO3OQbjIdlIWi7k93HZ2zbSKU1uWTf51NyoV9x4qygAzaIN8mEiOqanwiDAt2yGycCBgk30hjRitzO6YeC6euuqmstXx9fvMhb4RiXMoD2FqDmW9yuk2XSSH3BdoE9qJJT5suqIWICUDtoRyLGUokbSRR2e6D7zqpdOl4SGc9ls4NAwfRhEhRwxqlGISvcX8DZSnjRYBfjGINCUItAPZSxCGeL
green,3,13,2712,2020-04-17 12:24:28.171302,2020-04-17 13:09:40.171302,135.60,10.85,146.45,1So2VeBgIkyx7q8FJ932xm6TWpil3kY03EDNaceqVQGZFgdy6ICD4yOCMr6XWcXVeG9Ml6k6eBVGGq9hJedgnjlXxavSOVtQKdqlNzN1pXPyQHw6fOEmn5DeSHgp7QP14yFGZma0kXF5a1l38ABls8JbyylDe4QhcKp1ta8eWGUtIY4VVRtSBpLe9rNVlWhTW63RbOcNwdqUI2cyGfLi6gcMud7jij05m56hSQm9ekUt6ChINzvBtTVjpJuP7QwNwj40dUstmscB1t5Vp5M47FDWh0mlCBdyvkxTpXulnSdtiBTCslcIdX0Qs5EZdWS8nKtLj4TcZkGjh3nGKGIDthvQISPBQHWYrQ2iMq1tiPraw4clQAHgMXLzhTlgLpwIfJXD0rQFPiQx6vKfufKPUyM9ySjgpffARXh9cAxof01bvHCspl182Sh14jqeCvDSIvYDscHZki31KjiDS7bcfI8TGdWq4vreuqnPF62cwxve4HpKYg0KnhF7tJ0SvFkJuUQiUOeVrykqStRqRUH1id7CVoBcn9iGuEsBTGMxvGwlXMI2Aqx9g3UI1rLiBZ6IjW7kYU5lnUfIO2RyBmsJGimOHnJwDEjeqbTur5zHpr5wANFA7WN5UgfKNPIPSSf7PpS1Lzb0bcgr3BWh1fAD2g6ge6XOweMBhNbDa8xvtWIlve1FCWBZNQlGOcVOj7fNnzeLhUtputX0sErZeVRORDhe0By3tvSZUUz4jTbcAE5DInJQwLSQOc9oeGwu4BD0
green,5,5,2834,2020-04-17 12:24:28.172349,2020-04-17 13:11:42.172349,113.36,6.80,120.16,H9B9Kv2g2VOXijF81VhwyiHkxJfTXkMC4fRAvuClGVBPpntiE95N6sFlxGVEZHAX4l2RSa3ev99KISMUAc8Y3RqtWWerTEik6u1BiW23AkYS6Dp0KQE6XOIwAGCweMIsYcrZmDEept8meH5KtKDrwXgnRA6twDsBbI3bqhXXdX6s98KNu2YChLdK1m0OR0zHVhZ6FIXeHPnWttUFwPrNUrWGFRmVtRFhTiVWkXL31l0HnbFUJTEKgXtJhXoimjWrr8abEnI88NEysH3OGBETlhqy3GuxvpXy6OWCq5W8PXwGKEiUsxXnwy5II8Br0YsMYHpN2lyuW9O5bLQ0f4hZTSSpk2rEQx7C8Jn5Ik2JzA12yyK8TsqxejRGEaVLkspqsfdosj17q5y3ovLIV92g7ASF61ZWyxJfJ6vMpQrneXKOYtBSMzuN8K5EXOmnqZj2zXLzTHT4cNgusIBI0DyoKl39knV4OGt1P0UYVAnw4FUrZ8XRWeI3zUvOLXejOZP3SgDPgMlbmqFf5Lmf2BFr1v8k87MsYlQPnKmsuaUlPa1RQk4L6DlXbJ4X1LnkdpWtcCmtTyDlqO4TwgTkSex7sxAUlteRyzx33AZrCM3LPNxo0Bqpk4hZ0k8FN3UitRCS0Fp1q0UljInspMov9QO1cRz06y6AqiwsIouWiMWwBgDOGK1OMmuHQez5cjJbpOGMfuskPwt3SSq54GzSD6koAU4t6wGGSjFkLwG93OkDxvapfzHWKVq6t7Gglqa8FaBu
green,5,12,2685,2020-04-17 12:24:28.173370,2020-04-17 13:09:13.173370,107.40,5.37,112.77,fNeGcAQ8sTnEReTjG7EEYnZwTx7hqdjyn8AjJaZxRXNPABB3PNUe3pIQG792vdfSZVFki3KTgz8IuisMTRjaU8lpPQkUJqRKwwTj2AJy4gC1RCbIfWey7BljBxjdXePPQCSQs6DzgEJuYo954xqMX7riZVVyUYdof2eGmmPe1gJn65Z1JJHeKVTSAcsZ7OXZFo5xo5VRzjv1lKDNFcclZo8m6mkSdKU690cjlCsJbmVj7SYJ5GTHTparMNpcNVQGgFcLrzY0ohFMw1UGkVsVkOMOWU7hhEdB7dJzPNcNqh62Wc9xHtPTzmVugybiEfWuVOoV5tGMFBx1onvcnHNmqjXqKmLN1bEfbxDgvtHSv7DsU1lY46rmj5UYBKDXVLLeWY8GqS4unzpX0vpqqz9Ntt3DafL4O8mzsj5sFuWAo2gAg2XJMxBIZmAoteNBq0zLAWwNs2HP7nHtAT0a2ANlDSbqkDnObg9urHdIEbkjSpsvm7iV6CHK8kknJ4W5aWgP2gPRPsjDocUyH1fXunrx146v5J9VVkOXUVFa8IUrhoAr9Rg9u13VW6LXA5f0mimXo7Qhk4S1W7KGBrGdFl8cZmbKhnSxz2M1G5DiqDmKVSu39HWWqW8Fd7djto2XH79KisLGIENFQsGuXoDcTrMOUzhnHcZmwLDHyEDtQM6UEECpezQjQ9XbSIGXnBTRWXGkQ6RAo0HY69NgywwwLcdWNTzxdjUKuftVvZnyDFWwObkQ6n94dQkTMA9ssggHUkih
blue,12,13,1298,2020-04-17 12:24:28.174452,2020-04-17 12:46:06.174452,38.94,2.34,41.28,imtm9kpWFq7Ni3y0UwXs4cvju9ndDS9Am5hAXJATFTFMzJTIBopUgn346ym39dnLrzZi1gKWwwzoTHknixb6RUeYgJ5ZyVMjYSI6zXKdVabqNfWc8PdeSIbJsRJ9baxTAVhICOUMpjyFjnmeOErRVHyfzifYIhV2Zms6MfM6Nm3b1yGNanKrOiUouRa45XzdoBGKcPsYrM9OQppK6DH7fuPZMzDpjl0KP5CHGRr015N7oTglsDTTMpLo0N1BoR97uXxMcrCE1viuf1kwF1vzuz0GD9HDZUh6UBITOYmESIVXjvIxZUcGihym6g9lgIkyknO7TTaIvruTLFaWfI7naVyPajYMl6iHVWIIil8Vcirt1oGgqsDRSQrbky5VbCoFLsUNPToC5eYeTMt8hPbMGck4qjZCAFtvg5uHlWhs6iEYyXw4Ht74pxuBD3a6f2jnHvMb8lnNUIs9tA7czG8t3zv4UbsT3vL8oRtcPSDEfWuIURn0fujqvUx0kNu4v6rMtbAfEzbZzfgmrZmtWcI5ZlFiRnjIJKi1K9gEMJFaFVQ0HkEmoLptVYQ5H1n2WVNiBzFlw7nLEOGuSdyFzWGoNJ1DcOj6mITRx0BB7kBa3vK719UeZcnMELudOUJXkE8yJn0gi9PvzPDn2SdH9udWk3BDOtPXLHSSgD6vLI698k9KkBkmTsg6irw12ls52hIJGkH3sBRZ030Jp50wZIqbYGRogdQcuj4mCUEPgihQwsU9rnGZGsTZ5XsFd0XcBfkm
yellow,4,13,5665,2020-04-17 12:24:28.175492,2020-04-17 13:58:53.175492,283.25,17.00,300.25,EAdPylQlH2M3z6p4399Tbi3LEVHe9ZHhHMFW9gvgeYlAzNHNDEmYhuQ67dKVcYfUE2G8fDApZpzdhYP5E9sHnJvYqOy5Noe967EoiVKTqaCtuBJ4tzoSLntv4KDSwXTcRnrQTrCwOvLYLWucbpybaJcKQ5EZxLpAU4XEcjb9eD3Y0MeDc1IK3JtggRYiI4LsMH92nBtLZZ0vZ5m2DyZph7DvFcqCuRknr80VvKI5IkirR1WdD3ZCv7vt97VD9N63voo15piwoUrDJkpuFngH1Sj6z07FV7pPfViL4uhqc3EmlyUhB9qRAxhsCB1pJYHauZ0eicokJ61B6EZUsCpE5iRPtcAkyV3AvfZ3Be6Q4KZAadWjvP1yWhlYcQOAr7WNzRJEFmVF1D0putae4E3O85R1JOwYztLM6DkU0wVFGlM0apRnqEBny9jf4Yc6IY8y7djheYEAlEWhIkge8MsSPRlxPO0hBOgpZ4sxhFtdtROUcdLhHDEc92ZfmLeDZRpwMSEdOGsxhxmTLulHt0WOAHlEtNSJd4rrOp4K4rme2G6i0Fox2aZRp2pQKizStNny1ohbtidAZ99EuuQjDFScERYfTQdD4XIh5wN8M7T5qwXVqkbZlOq3p9Rv0iKPMz7S5a8lO00iVz5adAIKUnFNQmPhIRhhLLawbz6Xb93Vd6hZ1m1U4r188hVH2c0VrlGdoHREv8JmeI8FYvSAbkikvViipKLOodR9wQTjDNNqtSQCUUocolxphPotqsdUBhXE
